Dragon,Rarity,BreedAvailability,BreedElementOne,BreedElementTwo,BreedElementTwo,BreedElementThree,BreedElementFive,BreedDragonOne,BreedDragonTraitOne,BreedDragonTwo,BreedDragonTraitTwo,RequiredRiftAlignment,RequiredRiftTrait,OppositeElements,RequiredElementCount,RequiredTimeOfDay,RequiredWeather,RequiredCave,BreedTime,BreedElements,OwnZeroBreedPercentage,OwnOneBreedPercentage,OwnTwoBreedPercentage,NormalSingleClonePercentage,NormalDoubleClonePercentage,SocialSingleClonePercentage,SocialDoubleClonePercentage,RiftSingleClonePercentage,RiftDoubleClonePercentage,VisibleElements,EvolvesFrom,Riftable,Elderable,EarnGold,EarnEtherium,EarnGem,MagicCost,EventSection,ReqiuredTrait,Quest,AirCollection,AnniversaryCollection,ApocalypseCollection,AuraCollection,AutumnCollection,CampingCollection,CelebrationCollection,ChrysalisCollection,ColdCollection,CrystallineCollection,DarkCollection,DreamCollection,EarthCollection,EnhancedCollection,FireCollection,GalacticCollection,GemstoneAllCollection,GemstoneAutumnCollection,GemstoneSpringCollection,GemstoneSummerCollection,GemstoneWinterCollection,GhostlyCollection,HiddenCollection,LegendaryCollection,LightCollection,LightningCollection,LoveCollection,MelodyCollection,MetalCollection,MonolithCollection,MoonCollection,MythicCollection,OlympusCollection,OmofNomsCollection,OrnamentalCollection,OvalithCollection,ParadiseCollection,PlantCollection,RainbowCollection,RiftCollection,SeasonalCollection,SnowflakeCollection,SpookyCollection,SummerCollection,SunCollection,SurfaceCollection,TreasureCollection,VernalCollection,VintageCollection,WaterCollection,WinterCollection,ZodiacCollection
Lunar Eclipse,Epic,unavailable,air,cold,earth,,,,,,,,,,,,,,172800,ECASuMo,0.03,0.02,,,,0.01,0.05,,,SuMo,,true,false,125,240000,,,,,Umbral Plunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moon,,,,,,,,,,,,,,Sun,,,,,,,
Lunis,Galaxy,permanent,galaxy,,,,,Moon,,,,,,,,,,social,86400,ECLDGaMo,0.02,,,0,0,0.05,0.2,0,0,GaMo,,true,false,190,240000,,,,,A Lunar Tick,,,,,,,,,,,,,,,,Galactic,,,,,,,,,,,,,,,Moon,,,,,,,,,,,,,,,,,,,,,
Lunk,Rare,unavailable,,,,,,Gamma,,Bastion,,,,,,,,,72000,CLI,0.04,,,0.01,0.3,0.1,0.2,0.01,0.3,CLI,,true,false,160,360000,,,,,Pumping Metal,,,,,,,Celebration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lycan,Rare,unavailable,plant,cold,lightning,,,,,,,,,,,,,,86400,PCL,0.04,,,0.01,,0.015,0.1,0.01,,PCL,,true,false,650,360000,,6080,2,,Howling Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spooky,,,,,,,,,
Lyuba,Rare,unavailable,cold,earth,,,,Icebound,,,,,,,,,,,50400,ECWA,0.035,,,0.01,0.3,0.015,0.05,0.01,0.3,ECWA,,true,false,200,360000,,,,,Preserved In Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,
Macabre,Epic,unavailable,,,,,,Spectre,,Zombie,,,,,,,,,59976,FECDAp,0.04,0.01,,0.0075,0.3,0.015,0.1,0.0075,0.3,Ap,,true,false,250,240000,,10386,3,,Death Defying,,,Apocalypse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spooky,,,,,,,,,
Machina,Rare,unavailable,metal,lightning,,,,Combustion,,,,,,,,,,,61200,FLMD,0.048,,,0.01,0.3,0.1,0.2,0.01,0.3,FLMD,,true,false,220,360000,,17200,,,Robotics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spooky,,,,,,,,,
Magma,Rare,unavailable,,,,,,Lava,,Infernus,,,,,,,,,72000,FECW,0.0425,,,0.01,0.3,0.1,0.2,0.01,0.3,FECW,,true,false,250,360000,,12700,4,,Magmatism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spooky,,,,,,,,,
Magnetic,Hybrid,permanent,lightning,metal,,,,,,,,,,,,,,,14400,LM,,,,0.01,,0.1,0.2,0.01,,LM,,true,false,1200,360000,,,,,Charisma Chasm,,,,,,,,,,,,,,,,,,,,,,,,,,Lightning,,,Metal,,,,,,,,,,,,,,,,,,,,,,,
Magnolia,Epic,unavailable,sun,plant,,,,,,,,,,,,,,,79200,PEISe,0.03,,,0.05,0.3,0.03,0.05,0.05,0.3,Se,,true,false,270,240000,,,,,Ancient Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seasonal,,,,,,,,,,,
Malachite,Rare,permanent,metal,plant,,,,,,,,,,,,,,,43200,PM,0.05,,,0.01,,0.04,0.15,0.01,,PM,,true,false,700,360000,,,,,Smash Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metal,,,,,,,,,Plant,,,,,,,,,,,,,,
Malefice,Rare,unavailable,,,,,,Spirit,,Scourge,,,,,,,,,68400,PEC,0.03,,,0.0075,0.3,0.015,0.05,0.0075,0.3,PEC,,true,false,200,360000,,5800,1,,Noisy Neighbour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spooky,,,,,,,,,
Manomano,Rare,unavailable,water,cold,dark,,,,,,,,,,,,,,73800,CWD,0.02,,,0.01,0.3,0.015,0.1,0.01,,CWD,,true,false,650,360000,,,,,Riptide Rush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paradise,,,,,,,,,,,,,,,
Mantasu,Rare,unavailable,earth,metal,air,lightning,,,,,,,,,,,,,61200,ELAM,0.0415,,,0.01,0.3,0.1,0.2,0.01,0.3,ELAM,,true,false,160,360000,,,,,Desert Sting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marbletail,Epic,permanent,,,,,,Lacewing,,Swallowtail,,,,,,,,,182400,PFECCh,0.01,,,,0.3,0.01,0.05,,0.3,Ch,,true,false,450,240000,,,,,Dappled Tale,,,,,,,,Chrysalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margento,Epic,unavailable,,,,,,Lunis,,Prestige,,,,,,,,,104400,PADMo,0.03,,,0.05,0.3,0.015,0.15,0.05,0.3,Mo,,true,false,100,240000,,,,,Magic Scales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moon,,,,,,,,,,,,,,,,,,,,,
Masque,Epic,unavailable,,,,,,Moonstruck,,Spritely,,,,,,,,,115200,PFECLAAu,0.015,,,0.01,0.3,0.04,0.15,0.01,0.3,Au,,true,false,100,240000,,,,,Who Is Behind The Masque,,,,Aura,,,,,,,,,,,,,,,,,,,,,,,Love,,,,,,,,,,,,,,,,,,,,,,,,,
Maw,Rare,unavailable,,,,,,Trick,,Ortreat,,,,,,,,,72000,PFE,0.03,,,0.0075,0.3,0.015,0.05,0.0075,0.3,PFE,,true,false,200,360000,,6000,1,,Good Mawning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spooky,,,,,,,,,
Maze,Rare,unavailable,plant,,,,,Leaf,,,,,,,,,,,50400,PWI,0.04,,,0.01,0.3,0.1,0.2,0.01,0.3,PWI,,true,false,235,360000,,,,,Getting Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Om of Noms,,,,,,,,,,,,,,,,,,
Meadow,Hybrid,permanent,plant,light,,,,,,,,,,,,,,,32400,PI,,,,0.01,,0.1,0.2,0.01,,PI,,true,false,920,360000,,,,,Eliyse's Clearing,,,,,,,,,,,,,,,,,,,,,,,,,Light,,,,,,,,,,,,,Plant,,,,,,,,,,,,,,
Melancholy,Epic,unavailable,plant,earth,cold,,,,,,,,,,,,,,86400,PECAu,0.05,,,,,0.01,0.05,,,Au,,true,false,210,240000,,,,,Swamps of Sadness,,,,Aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesmer,Epic,unavailable,,,,,,Masque,,Scorn,,,,,,,,,108000,PFECLAAu,0.03,,,0.05,0.3,0.01,0.15,0.05,0.3,Au,,true,false,100,240000,,,,,Snap Back to Reality,,,,Aura,,,,,,,,,,,,,,,,,,,,,,,Love,,,,,,,,,,,,,,,,,,,,,,,,,
Mesmerus,Epic,permanent,,,,,,Mesmerus,,Mesmerus,,,,,,,,,108000,PFECLAAu,0,,,0,0.3,0,0.2,0,0.3,Au,Mesmer,true,false,90,240000,,,,,Under Your Spell,,,,Aura,,,,,,,,,,,,,,,,,,,,,,,Love,,,,,,,,,,,,,,,,,,,,,,,,,
Mesolite,Gemstone,unavailable,,,,,,Sulfur,,Glass,,,,,,,,,111600,FEMICr,0.03,,,0.05,0.07,0.03,0.06,0.05,0.07,Cr,,true,false,,240000,120960000,,,,Mineral Mire,,,,,,,,,,Crystalline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metal,Primary,permanent,,,,,,,,,,,,MP,,,,,28800,M,,,,0,,0,,0,,M,,false,true,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metal,,,,,,,,,,,,,,,,,,,,,,,
Metal Rift,Primary Rift,permanent,,,,,,,,,,,,,,,,rift,172800,MR,,,,0,0,0,0,0.01,0.15,MR,,true,false,400,360000,,,,M,Tenacious Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metal,,,,,,,,,,,Rift,,,,,,,,,,,,
Meteor,Hybrid,permanent,air,metal,,,,,,,,,,,,,,,50400,AM,,,,0.01,,0.1,0.2,0.01,,AM,,true,false,900,360000,,,,,Star Shower,Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metal,,,,,,,,,,,,,,,,,,,,,,,
Miasma,Hybrid,permanent,air,dark,,,,,,,,,,,,,,,37800,AD,,,,0.01,,0.1,0.2,0.01,,AD,,true,false,1130,360000,,,,,Smog Bog,Air,,,,,,,,,,Dark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midday,Epic,unavailable,,,,,,Sun,,Dusk,,,,,,day,,,57600,CLSu,0.03,,,,,0.01,0.05,,,Su,,true,false,118,240000,,,,,High Noon Rune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sun,,,,,,,
Midnight,Epic,unavailable,dark,,,,,Moon,,,,,,,,night,,,43200,ECDMo,0.01,,,,,0.01,0.05,,,Mo,,true,false,150,240000,,,,,The Witching Hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moon,,,,,,,,,,,,,,,,,,,,,
Minchi,Epic,permanent,,,,,,Minchi,,Minchi,,,,,,,,,108000,EWLHi,0,,,0,0.3,0,0.15,0,0.3,Hi,Stoneshell,true,false,350,240000,,,,,Tough Egg to Crack,,,,,,,,,,,,,,,,,,,,,,,Hidden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mine,Hybrid,permanent,cold,metal,,,,,,,,,,,,,,,36000,CM,,,,0.01,,0.1,0.2,0.01,,CM,,true,false,1600,360000,,,,,Dramorian Delve,,,,,,,,,Cold,,,,,,,,,,,,,,,,,,,,Metal,,,,,,,,,,,,,,,,,,,,,,,
Mirage,Rare,permanent,dark,light,,,,,,,,,,,,,,,61200,ID,0.05,,,0.01,,0.04,0.15,0.01,,ID,,true,false,940,360000,,,,,Phantasm Chasm,,,,,,,,,,,Dark,,,,,,,,,,,,,,Light,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirror,Rare,permanent,light,metal,,,,,,,,,,,,,,,50400,MI,0.05,,,0.01,,0.04,0.15,0.01,,MI,,true,false,900,360000,,,,,Rorrim Rock,,,,,,,,,,,,,,,,,,,,,,,,,Light,,,,Metal,,,,,,,,,,,,,,,,,,,,,,,
Misfortune,Epic,permanent,treasure,apocalypse,,,,,,,,,,,,night,,,165600,PFCLMApTr,0.015,0.005,,0.05,,0.01,0.05,0.05,,ApTr,,true,false,110,240000,,3000,1,,Misadventure Time,,,Apocalypse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treasure,,,,,
Mistletoe,Rare,unavailable,,,,,,Tree,,Lichen,,,,,,,,,28800,PEC,0.03,,,0.01,,0.1,0.1,0.01,,PEC,,true,false,500,360000,,,,,Thistlethumb Dig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,
Molten,Rare,permanent,metal,fire,,,,,,,,,,,,,,,43200,FM,0.05,,,0.01,,0.04,0.1,0.01,,FM,,true,false,750,360000,,,,,Shi Nee's Saga,,,,,,,,,,,,,,,Fire,,,,,,,,,,,,,,Metal,,,,,,,,,,,,,,,,,,,,,,,
Monolith 1,Epic,permanent,monolith,monolith,,,,,,,,,,,,,,,9000,PEWMh,0.2,,,0,0,0,0,,0,Mh,,true,false,900,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monolith,,,,,,,,,,,,,,,,,,,,,,
Monolith 2,Epic,permanent,monolith,monolith,,,,,,,,,,,,,,,9000,FEWMh,0.2,,,0,0,0,0,,0,Mh,,true,false,900,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monolith,,,,,,,,,,,,,,,,,,,,,,
Monolith 3,Epic,permanent,monolith,monolith,,,,,,,,,,,,,,,90000,ECWMh,0.05,,,0,0,0,0,,0,Mh,,true,false,600,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monolith,,,,,,,,,,,,,,,,,,,,,,
Monolith 4,Epic,permanent,monolith,monolith,,,,,,,,,,,,,,,90000,EWLMh,0.05,,,0,0,0,0,,0,Mh,,true,false,600,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monolith,,,,,,,,,,,,,,,,,,,,,,
Monolith 5,Epic,permanent,monolith,monolith,,,,,,,,,,,,,,,144000,EWAMh,0.01,,,0,0,0,0,,0,Mh,,true,false,450,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monolith,,,,,,,,,,,,,,,,,,,,,,
Monolith 6,Epic,permanent,monolith,monolith,,,,,,,,,,,,,,,86400,EWMMh,0.01,,,0,0,0,0,,0,Mh,,true,false,500,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monolith,,,,,,,,,,,,,,,,,,,,,,
Monte,Epic,unavailable,moon,sun,air,light,,,,,,,,,,,,,43200,AISuMo,0.02,,,0.0075,0.3,0.015,0.1,0.0075,0.3,AISuMo,,true,false,188,240000,,,,,Juicy Joy,,,,,,,,,,,,,,Enhanced,,,,,,,,,,,,,,,,,Moon,,,,,,Paradise,,,,,,,,Sun,,,,,,,
Moon,Epic,permanent,cold,lightning,,,,,,,,,,,,night,,,172800,CLMo,0.03,,,,,0.02,0.05,,,Mo,,true,false,150,240000,,,,,Lunar Lunacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moon,,,,,,,,,,,,,,,,,,,,,
Moonstruck,Epic,unavailable,,,,,,Love,,Rose,,,,,,,,,42840,PFLAMo,0.04,,,,,0.02,0.05,,,Mo,,true,false,130,240000,,,,,Dungeon of Distractions,,,,,,,,,,,,,,,,,,,,,,,,,,,Love,,,,Moon,,,,,,,,,,,,,,,,,,,,,
Moriante,Epic,unavailable,light,,,,,Blue Moon,,,,,,,,,fireflies,,72000,CLIMofireflies,0.02,,,0.05,0.3,0.01,0.05,0.05,0.3,IMo,,true,false,190,240000,,,,,Flip the Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moon,,,,,,,,,,,,,,,,,,,,,
Morphimagus,Epic,unavailable,hidden,,,,,Stella,,,,,,,,,,,82800,FECDHiMo,0.04,,,0.05,0.3,0.01,0.15,0.05,0.3,HiMo,,true,false,210,240000,,,,,Back in the Hat,,,,,,,,,,,,,,,,,,,,,,,Hidden,,,,,,,,Moon,,,,,,,,,,,,,,,,,,,,,
Morpho,Epic,permanent,,,,,,Gildamane,,Dittoglide,,,,,,,,,54000,PFECCh,0.02,,,,0.3,,0.05,,0.3,Ch,,true,false,550,240000,,,,,Delightfully Disguised,,,,,,,,Chrysalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moss,Hybrid,permanent,plant,earth,,,,,,,,,,,,,,,43200,PE,,,,0.01,,0.1,0.2,0.01,,PE,,true,false,1050,360000,,,,,Bryophyte Plight,,,,,,,,,,,,,Earth,,,,,,,,,,,,,,,,,,,,,,,,,Plant,,,,,,,,,,,,,,
Motley,Rare,unavailable,,,,,,,,,,,,,,,,,46800,PF,0.04,0.01,0.005,0.01,,0.03,0.1,0.01,,PF,,true,false,940,360000,,,,,Wild Side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vernal,,,,
Mountain,Hybrid,permanent,earth,cold,,,,,,,,,,,,,,,50400,EC,,,,0.01,,0.1,0.2,0.01,,EC,,true,false,1400,360000,,,,,Solo Summit,,,,,,,,,Cold,,,,Earth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mountain Sun,Rare,unavailable,earth,light,,,,,,,,,,,,,,,79200,EI,0.04,,,0.01,0.3,0.015,0.1,0.01,0.3,EI,,true,false,500,360000,,,,,Chiseled Cliffs,,,,,,,Celebration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mud,Hybrid,permanent,earth,water,,,,,,,,,,,,,,,21600,EW,,,,0.01,,0.1,0.2,0.01,,EW,,true,false,1100,360000,,,,,Luck in the Muck,,,,,,,,,,,,,Earth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water,,
Murano,Rare,unavailable,,,,,,Glass,,Amaryllis,,,,,,,,,72000,PEAI,0.03,,,0.01,0.3,0.015,0.05,0.01,0.3,PEAI,,true,false,200,360000,,,,,Stainless Stained Glass,,,,,,,,,,,,,,,,,,,,,,,,,,,Love,,,,,,,,,,,,,,,,,,,,,,,,,
Muse,Epic,unavailable,,,,,,Hydra,,Daydream,,,,,,,,,129600,PFECWLAMIDDrOl,0.06,0.03,,,,,0.1,,,DrOl,,true,false,130,240000,,,,,Writer's Block Bluff,,,,,,,,,,,,Dream,,,,,,,,,,,,,,,,,,,,,Olympus,,,,,,,,,,,,,,,,,,,
Mushry,Rare,unavailable,plant,water,light,dark,,,,,,,,,,,,,82800,PWID,0.041,,,0.01,0.3,0.1,0.2,0.01,0.3,PWID,,true,false,200,360000,,,,,A Fun-guy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mylio,Rare,unavailable,water,dark,light,,,,,,,,,,,,,,79200,WID,0.03,,,0.01,0.3,0.04,0.15,0.01,0.3,WID,,true,false,299,360000,,,,,Sea You Later,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paradise,,,,,,,,,,,,,,,
Nacre,Rare,unavailable,water,cold,dark,light,,,,,,,,,,,,,43200,CWID,0.025,,,0.01,0.3,0.05,0.1,0.01,0.3,CWID,,true,false,75,360000,,,,,Pearlescent,,Anniversary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narcis,Epic,unavailable,dark,metal,,,,Ouroboros,,,,,,,,,,,100800,WLMDAp,0.045,,,0.01,0.3,0.1,0.2,0.01,0.3,MDAp,,true,false,150,240000,,7000,1,,Daffadowndilly's Cousin,,,Apocalypse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vernal,,,,
Nature,Rare,unavailable,cold,air,,,,Reminiscence,,,,,,,,,,,82800,CWA,0.022,,,0.01,0.3,0.1,0.2,0.01,0.3,CWA,,true,false,120,360000,,,,,Ice Change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,
Nebula,Galaxy,permanent,,,,,,,,,,,,,,,,social,64800,PCWAGa,,,,0,0,0.1,0.2,0,0,Ga,,true,false,400,240000,,,,,Murphy's Ode,,,,,,,,,,,,,,,,Galactic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nectar,Rare,permanent,light,water,,,,,,,,,,,,,,,18000,WI,0.05,,,0.01,,0.04,0.15,0.01,,WI,,true,false,700,360000,,,,,Tower of Tantalia,,,,,,,,,,,,,,,,,,,,,,,,,Light,,,,,,,,,,,,,,,,,,,,,,,,,Water,,
Neoteric,Rare,unavailable,,,,,,Luminous,,Spark,,,,,,,,,111600,PLID,0.12,0.07,,0.005,,0.01,0.1,0.005,,PLID,,true,false,320,360000,,,,,New Year Flight,,,,,,,Celebration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nesting,Rare,unavailable,fire,plant,earth,cold,,,,,,,,,,,,,86400,PFEC,0.02,,,0.01,,0.015,0.1,0.01,,PFEC,,true,false,600,360000,,6080,2,,Infinite Regression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spooky,,,,,,,,,
Nether,Rare,unavailable,fire,metal,earth,,,,,,,,,,,,,,43200,FEM,0.04,,,0.01,0.3,0.015,0.1,0.01,0.3,FEM,,true,false,600,360000,,2250,1,,Pancake Plunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spooky,,,,,,,,,
Neyvee,Rare,unavailable,water,earth,,,,Woolen,,,,,,,,,,,54000,PFECW,0.035,,,0.01,0.3,0.015,0.05,0.01,0.3,PFECW,,true,false,225,360000,,,,,Swimming in the Ocean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,
Niamh,Rare,unavailable,earth,air,,,,Meadow,,,,,,,,,,,108000,PEAI,0.015,,,0.05,0.3,0.01,0.15,0.05,0.3,PEAI,,true,false,85,360000,,,,,Whiff of Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vernal,,,,
Nibwhip,Epic,permanent,,,,,,Nibwhip,,Nibwhip,,,,,,,,,43200,PFCOr,0,,,0,0.3,0,0.3,0,0.3,PFCOr,Gift,true,false,145,240000,,,,,An Unforgettable Mug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ornamental,,,,,,,,,,,,,,,,,
Nightbloom,Epic,permanent,plant,dark,moon,,,,,,,,,,,,,,97200,PCLDMo,0.03,0.015,,0.05,0.3,0.01,0.05,,0.3,PDMo,,true,false,150,240000,,5500,2,,Night Flight,,,,,,,,,,,Dark,,,,,,,,,,,,,,,,,,,,Moon,,,,,,,Plant,,,,,Spooky,,,,,,,,,
Nightmare,Epic,unavailable,,,,,,Howl,,Abyss,,,,,,,,,131313,WADDr,0.04,,,,,0.02,0.05,,,Dr,,true,false,130,240000,,4800,2,,Gelndun Gutter,,,,,,,,,,,,Dream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nightshade,Hybrid,permanent,dark,plant,,,,,,,,,,,,,,,48600,PD,,,,0.01,,0.1,0.2,0.01,,PD,,true,false,900,360000,,,,,Belladonna's Bastion,,,,,,,,,,,Dark,,,,,,,,,,,,,,,,,,,,,,,,,,,Plant,,,,,,,,,,,,,,
Nimbus,Rare,permanent,fire,water,rift,,,,,,,,light,,,,,rift,0,FWR,0.02,,,0,0,0,0,0.01,0.15,FWR,,true,false,350,360000,,,,I,Nimble Narrows,,,,,,,,,,,,,,,Fire,,,,,,,,,,,,,,,,,,,,,,,,,Rift,,,,,,,,,,Water,,
Nomnoter,Rare,unavailable,,,,,,Love,,Delight,,,,,,,,,68400,PFCL,0.035,,,0.01,0.3,0.1,0.2,0.01,0.3,PFCL,,true,false,130,360000,,,,,Lovely Cuisine,,,,,,,,,,,,,,,,,,,,,,,,,,,Love,,,,,,,,,,,,,,,,,,,,,,,,,
Nosferatu,Rare,unavailable,earth,cold,fire,,,,,,,,,,,night,,,46800,FEC,0.02,,,0.075,,0.015,0.1,0.075,,FEC,,true,false,750,360000,,2275,1,,Whitbee's Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spooky,,,,,,,,,
Nova,Galaxy,permanent,,,,,,,,,,,,,,,,social,64800,FLMDGa,,,,0,0,0.075,0.2,0,0,Ga,,true,false,120,240000,,,,,Divine Starshine,,,,,,,,,,,,,,,,Galactic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nox,Rare,unavailable,rift,,,,,Voltaic,,Antumbra,,,,,,,,rift,172800,IDR,0.03,,,0,0,0,0,0.0025,0.1,IDR,,true,false,80,360000,,8760,2,D,From the Great Beyond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rift,,,Spooky,,,,,,,,,
Nubis,Epic,unavailable,earth,air,,,,Sun,,,,,,,,,,,72000,ECLASu,0.031,,,0.05,0.3,0.015,0.15,0.05,0.3,EASu,,true,false,210,240000,,,,,Solar Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sun,,,,,,,
Oaris,Rare,unavailable,,,,,,Meadow,,Limulimu,,,,,,,,,54000,PWI,0.03,,,0.05,0.3,0.05,0.1,0.05,0.3,PWI,,true,false,290,360000,,,,,Hearing Intensifies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paradise,,,,,,,,,,,,,,,
Oasian,Rare,unavailable,,,,,,Honuhonu,,Mylio,,,,,,,,,57600,PWID,0.0333,,,0.01,0.3,0.1,0.2,0.01,0.3,PWID,,true,false,185,360000,,,,,Oasis To-Go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paradise,,,,,,,,,,,,,,,
Obsidian,Hybrid,permanent,earth,fire,,,,,,,,,,,,,,,28800,FE,,,,0.01,,0.1,0.2,0.01,,FE,,true,false,1100,360000,,,,,The Mark of Wrothmoore,,,,,,,,,,,,,Earth,,Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ocular,Epic,unavailable,,,,,,Cyclops,,Barbarous,,,,,,,,,82800,FLMOl,0.02,,,0.0075,0.3,0.015,0.05,0.0075,0.3,FLMOl,,true,false,110,240000,,7800,2,,Insightful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olympus,,,,,,,,,,Spooky,,,,,,,,,
Okenite,Gemstone,unavailable,,,,,,Snow,,Pollen,,,,,,,,,111600,PCACr,0.03,,,0.05,0.07,0.03,0.06,0.05,0.07,Cr,,true,false,,240000,120960000,,,,Noxious Nuzzles,,,,,,,,,,Crystalline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omen,Epic,unavailable,,,,,,Moon,,Apocalypse,,,,,,,,,97200,PCLMApMo,0.03,,,,,0.02,0.05,,,ApMo,,true,false,125,240000,,,,,Trial DCLVI,,,Apocalypse,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moon,,,,,,,,,,,,,,,,,,,,,
Oni,Rare,unavailable,fire,earth,cold,,,,,,,,,,,,,,43200,FEC,0.04,,,0.01,,0.015,0.1,0.01,,FEC,,true,false,650,360000,,2000,1,,Den Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spooky,,,,,,,,,
Ooze,Hybrid,permanent,dark,water,,,,,,,,,,,,,,,66600,WD,,,,0.01,,0.1,0.2,0.01,,WD,,true,false,880,360000,,,,,Ancient Madness,,,,,,,,,,,Dark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water,,
