Dragon,Rarity,BreedAvailability,BreedElementOne,BreedElementTwo,BreedElementTwo,BreedElementThree,BreedElementFive,BreedDragonOne,BreedDragonTraitOne,BreedDragonTwo,BreedDragonTraitTwo,RequiredRiftAlignment,RequiredRiftTrait,RequiredElementCount,RequiredTimeOfDay,RequiredWeather,RequiredCave,BreedTime,BreedElements,BaseBreedChance,OwnOneBreedChance,OwnTwoBreedChance,NormalSingleClone,NormalDoubleClone,SocialSingleClone,SocialDoubleClone,RiftSingleClone,RiftDoubleClone,VisibleElements,EvolvesFrom,Riftable,Elderable,EarnGold,EarnEtherium,EarnGem,MagicCost,EventSection,ReqiuredTrait,Quest
Sow,Rare,unavailable,,,,,,Teozinte,,Gourd,,,,,,,,64800,PECD,0.04,,,0.01,0.3,0.1,0.2,0.01,0.3,PECD,,TRUE,FALSE,165,360000,,,,,Crop Security
Spark,Hybrid,permanent,lightning,dark,,,,,,,,,,,,,,34200,LD,,,,0.01,,0.1,0.2,0.01,,LD,,TRUE,FALSE,1160,360000,,,,,Shock Rock
Sparkles,Rare,unavailable,lightning,light,earth,,,,,,,,,,,,,118800,ELI,0.005,0.02,,0.0075,0.3,0.015,0.1,0.0075,0.3,ELI,,TRUE,FALSE,374,360000,,,,,Odin's Pride
Spectrapod,Epic,unavailable,rift,,,,,Chromacorn,,Kampos,,,,,,,rift,172800,PFECWLAMIDRRb,0.005,,,0,0,0,0,0.0025,0.1,RRb,,TRUE,FALSE,75,240000,,,,W,Sonoluminescence
Spectre,Rare,unavailable,cold,earth,,,,,,,,,,,,,,43200,EC,0.04,,,0.01,,0.015,0.1,0.01,,EC,,TRUE,FALSE,755,360000,,2150,1,,Nevermore Cavern
Spellmason,Epic,unavailable,ornamental,,,,,Hidden Bolt,,,,,,,,,,108000,LDOr,0.03,,,0.01,0.3,0.015,0.1,0.01,0.3,LDOr,,TRUE,FALSE,250,240000,,,,,The Living Stone
Spinky,Rare,unavailable,,,,,,Sailback,,Aquacorn,,,,,,,,54000,CW,0.03,,,0.01,0.3,0.1,0.2,0.01,0.3,CW,,TRUE,FALSE,230,360000,,,,,Rolling in the Waves
Spirit,Rare,unavailable,,,,,,Ghost,,Spectre,,,,,,,,54000,EC,0.04,,,0.01,,0.015,0.1,0.01,,EC,,TRUE,FALSE,755,360000,,6080,2,,Wayward Wandering
Spore,Rare,permanent,plant,metal,rift,,,,,,,,plant,,,,rift,0,PMR,0.025,,,0,0,0,0,0.01,0.15,PMR,,TRUE,FALSE,375,360000,,,,P,Field of Shrooms
Spring,Epic,unavailable,cold,lightning,fire,,,,,,,,,,,,,86400,FCLSe,0.04,,,,,0.03,0.05,,,Se,,TRUE,FALSE,180,240000,,,,,Akitu's Assay
Sprite,Epic,permanent,plant,air,light,,,,,,,,,,,,,93600,PAISf,0.01,,,0.01,0.25,0.015,0.1,0.01,0.25,Sf,,TRUE,FALSE,190,240000,,,,,Rolling and Rollicking
Spritely,Epic,unavailable,aura,olympus,,,,,,,,,,,,,,126000,PFECLAuOl,0.07,0.04,,0.01,,0.01,0.1,0.05,,AuOl,,TRUE,FALSE,155,240000,,,,,Painted Hills
Sprout,Epic,unavailable,light,water,earth,,,,,,,,,,,,,129600,PFECWLAMIDSe,0.03,,,,,0.02,0.05,,,Se,,TRUE,FALSE,140,240000,,,,,Budding Bayou
Squall,Epic,unavailable,water,plant,air,,,,,,,,,,,,,122400,PWAOl,0.03,,,0.05,0.3,0.02,0.05,0.05,0.3,Ol,,TRUE,FALSE,275,240000,,,,,Anchored Adventure
Squish,Rare,unavailable,,,,,,Bogberry,,Feast,,,,,,,,61200,PEI,0.035,,,0.01,0.3,0.1,0.2,0.01,0.3,PEI,,TRUE,FALSE,150,360000,,,,,Squash
Stage,Rare,unavailable,dark,light,fire,metal,,,,,,,,,,,,50400,FMID,0.03,,,0.01,0.3,0.1,0.2,0.01,0.3,FMID,,TRUE,FALSE,140,360000,,,,,Waving Specialist
Standstone,Rare,unavailable,,,,,,Gargoyle,,Bonescale,,,,,,,,100800,ECLM,0.026,,,0.05,0.3,0.01,0.15,0.05,0.3,ECLM,,TRUE,FALSE,150,360000,,,,,Staying Vigilant
Starlight,Galaxy,permanent,,,,,,,,,,,,,,,social,72000,PFCAGa,,,,0,0,0.02,0.2,0,0,Ga,,TRUE,FALSE,145,240000,,,,,Star Bright
Starshine,Epic,unavailable,,,,,,Twinkle,,Dazzling,,,,,,,,68400,PFECAOr,0.02,,,0.01,,0.015,0.1,0.01,,Or,,TRUE,FALSE,75,240000,,,,,Shine On
Starwing,Epic,permanent,chrysalis,,,,,Glowwing,,,,,,,,,,100800,PFECCh,0.02,,,0.05,0.3,0.01,0.05,0.05,0.3,Ch,,TRUE,FALSE,500,240000,,,,,Map to the Stars
Steam,Rare,permanent,water,fire,,,,,,,,,,,,,,43200,FW,0.05,,,0.01,,0.04,0.15,0.01,,FW,,TRUE,FALSE,750,360000,,,,,Ephemeral Spire
Steel,Hybrid,permanent,cold,metal,,,,,,,,,,,,,,50400,CM,,,,0.01,,0.1,0.2,0.01,,CM,,TRUE,FALSE,1300,360000,,,,,Left Turn Lagoon
Stella,Epic,unavailable,,,,,,Midnight,,Starwing,,,,,,,,54000,FECDMo,0.03,,,0.05,0.3,0.01,0.05,0.05,0.3,Mo,,TRUE,FALSE,225,240000,,,,,The Sky's Not the Limit
Stoneheart,Epic,unavailable,,,,,,Love,,Melancholy,,,,,,,,86400,PFECLAu,0.03,,,0.05,,0.05,0.15,0.05,,Au,,TRUE,FALSE,208,240000,,,,,Mort's Moratorium
Stoneshell,Epic,unavailable,,,,,,Monolith 3,,Quake,,,,,,,,86400,ECWLHi,0.03,,,0.05,0.3,0.01,0.05,0.05,0.3,Hi,,TRUE,FALSE,550,240000,,,,,Standing Egg Rock
Storm,Hybrid,permanent,cold,lightning,,,,,,,,,,,,,,18000,CL,,,,0.01,,0.1,0.2,0.01,,CL,,TRUE,FALSE,650,360000,,,,,Squall Shoal
Stygian,Epic,unavailable,dark,fire,metal,,,,,,,,,,,,,122400,FMDOl,0.03,,,0.05,0.3,0.02,0.05,0.05,0.3,Ol,,TRUE,FALSE,275,240000,,,,,Runic River
Subterranean,Rare,permanent,earth,dark,,,,,,,,,,,,,,86400,ED,0.05,,,0.01,0.3,0.04,0.15,0.01,0.3,ED,,TRUE,FALSE,495,360000,,,,,T. Erra's Plea
Sugarmitten,Rare,unavailable,,,,,,Sugarplum,,Woolen,,,,,,,,64800,PFEC,0.04,,,0.01,0.3,0.1,0.2,0.01,0.3,PFEC,,TRUE,FALSE,205,360000,,,,,Nice and Cozy
Sugarplum,Epic,cloneable,,,,,,,,,,,,,,,,43200,PFCOr,0,,,0,0.3,0,0.3,0,0.3,PFCOr,Gift,TRUE,FALSE,160,240000,,,,,Fancy Feet
Sulfur,Rare,permanent,fire,metal,,,,,,,,,,,,,,54000,FM,0.05,,,0.01,,0.04,0.15,0.01,,FM,,TRUE,FALSE,850,360000,,,,,Putrid Plunge
Sumi,Epic,unavailable,plant,fire,earth,air,,,,,,,,,,,,68400,PFEASf,0.02,0.01,,0.01,,0.01,0.1,0.01,,PFEASf,,TRUE,FALSE,800,240000,,,,,Inky Heights
Summer,Epic,unavailable,fire,lightning,water,,,,,,,,,,,,,86400,FWLSe,0.04,,,,,0.03,0.05,,,Se,,TRUE,FALSE,180,240000,,,,,Sunshine Soirée
Sun,Epic,permanent,cold,lightning,,,,,,,,,,,day,,,172800,CLSu,0.03,,,,,0.02,0.05,,,Su,,TRUE,FALSE,150,240000,,,,,Solar Controller
Sunscorch,Epic,unavailable,moon,water,dark,,,,,,,,,,,,,151200,WDMo,0.05,,,0.01,,0.01,0.1,0.01,,WDMo,,TRUE,FALSE,160,240000,,,,,Shaded Shelter
Sunstruck,Epic,unavailable,,,,,,Mirage,,Heat,,,,,,,,115200,FIDSu,0.04,,,,,0.02,0.05,,,Su,,TRUE,FALSE,130,240000,,,,,Sol Strike
Surge,Rare,permanent,lightning,water,,,,,,,,,,,,,,57600,WL,0.05,,,0.01,0.3,0.04,0.15,0.01,0.3,WL,,TRUE,FALSE,334,360000,,,,,Glow 'n' Go
Surprise,Epic,unavailable,,,,,,,,,,,,4,,,,86400,PFECWLAMIDAu,0.09,0.01,,,,0.01,0.05,,,Au,,TRUE,FALSE,225,240000,,,,,Shock and Aww
Swallowtail,Epic,permanent,,,,,,Marbletail,,Chrysalis,,,,,,,,148800,PFECCh,0.03,,,,0.3,0.01,0.05,,0.3,Ch,,TRUE,FALSE,600,240000,,,,,Gulping Gully
Swamp,Hybrid,permanent,plant,water,,,,,,,,,,,,,,32400,PW,,,,0.01,,0.1,0.2,0.01,,PW,,TRUE,FALSE,650,360000,,,,,Madcap Muskeg
Sweetheart,Epic,unavailable,,,,,,Stoneheart,,Love,,,,,,,,104400,PFECLAu,0.02,,,0.01,,0.015,0.1,0.05,,Au,,TRUE,FALSE,152,240000,,,,,Bemine Spelunking
Swiftgrace,Rare,unavailable,lightning,dark,light,,,,,,,,,,,,,115200,LID,0.02,,,0.01,0.3,0.015,0.1,0.01,0.3,LID,,TRUE,FALSE,370,240000,,,,,Beauty and Grace
Tansy,Epic,unavailable,,,,,,Monolith 4,,Cactus,,,,,,,,72000,PEWLHi,0.03,,,0.05,0.3,0.01,0.05,0.05,0.3,Hi,,TRUE,FALSE,650,240000,,,,,Burcadian Hooray
Taurian,Epic,unavailable,earth,,,,,Midday,,,,,,,,,,86400,ECL,0.032,,,0.05,0.3,0.04,0.15,0.05,0.3,EZo,,TRUE,FALSE,133,240000,,,,,The Bulls
Tebori,Epic,unavailable,dream,,,,,Hakahaka,,,,,,,,,,100800,PFECWLAMIDDr,0.025,,,0.01,0.3,0.01,0.05,0.01,0.3,IDr,,TRUE,FALSE,220,240000,,,,,Traditional Patterns
Techno,Epic,unavailable,,,,,,Surge,,Kwall,,,,,,,,93600,PWLIMe,0.038,,,0.05,0.3,0.015,0.15,0.05,0.3,Me,,TRUE,FALSE,180,240000,,11500,2,,Electric Shuffle
Teidian,Galaxy,permanent,,,,,,,,,,,,,,,social,72000,FELMGa,,,,0,0,0.1,0.2,0,0,Ga,,TRUE,FALSE,400,240000,,,,,Year of the Bull
Tempest,Rare,permanent,lightning,cold,,,,,,,,,,,,,,28800,CL,0.05,,,0.01,,0.04,0.1,0.01,,CL,,TRUE,FALSE,500,360000,,,,,Wiggleswand Way
Teozinte,Rare,unavailable,earth,plant,cold,,,,,,,,,,,,,79200,PEC,0.05,,,0.01,,0.02,0.1,0.01,,PEC,,TRUE,FALSE,750,360000,,,,,Corn Maze
Terracotta,Rare,unavailable,earth,water,metal,fire,,,,,,,,,,,,86400,FEWM,0.005,,,0.01,0.3,0.02,0.1,0.001,0.3,FEWM,,TRUE,FALSE,300,360000,,,,,A Molded Marker
Terradiem,Rare,unavailable,earth,air,water,plant,,,,,,,,,,,,86400,PEWA,0.04,,,0.01,0.3,0.03,0.05,0.01,0.3,PEWA,,TRUE,FALSE,400,360000,,,,,Globe Trot
Thicket,Rare,unavailable,earth,plant,cold,,,,,,,,,,,,,54000,PEC,0.04,,,0,0.3,0,0.1,,0.3,PEC,,TRUE,FALSE,700,360000,,1000,1,,Divine Vine
Thistle,Rare,permanent,plant,lightning,,,,,,,,,,,,,,10800,PL,0.05,,,,0.3,,0.1,,0.3,PL,,TRUE,FALSE,430,360000,,,,,Whistling Woods
Thorn,Rare,permanent,metal,plant,,,,,,,,,,,,,,25200,PM,0.05,,,0.01,,0.04,0.1,0.01,,PM,,TRUE,FALSE,750,360000,,,,,Spiky Spire Brier
Thrasher,Rare,permanent,lightning,metal,,,,,,,,,,,,,,68400,LM,0.0235,,,0.01,0.3,0.04,0.15,0.01,0.3,LM,,TRUE,FALSE,700,360000,,,,,Time to Shred
Thunder,Hybrid,permanent,lightning,air,,,,,,,,,,,,,,30600,LA,,,,0.01,,0.1,0.2,0.01,,LA,,TRUE,FALSE,675,360000,,,,,Plunder Strike
Thunderbird,Rare,permanent,lightning,earth,rift,,,,,,,,fire,,,,rift,0,ELR,0.03,,,0,0,0,0,0.01,0.15,ELR,,TRUE,FALSE,500,360000,,,,F,Bolt Buffet
Thunderbolt,Epic,unavailable,earth,lightning,air,,,,,,,,,,,,,122400,ELAOl,0.03,,,0.05,0.3,0.02,0.05,0.05,0.3,Ol,,TRUE,FALSE,275,240000,,,,,Cloud Striker
Thundersnow,Rare,unavailable,cold,earth,lightning,,,,,,,,,,,,,64800,ECL,0.04,,,0.01,0.3,0.015,0.1,0.01,0.3,ECL,,TRUE,FALSE,600,360000,,,,,Snow Day
Tiamat,Mythic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,
Tidal,Rare,unavailable,,,,,,Quake,,Abyss,,,,,,,,108000,EWLD,0.02,,,0.01,,0.02,0.1,0.01,,EWLD,,TRUE,FALSE,500,360000,,,,,Kamgwa Karst
Tidepool,Rare,permanent,water,plant,,,,,,,,,,,,,,32400,PW,0.05,,,0.01,0.3,0.04,0.15,0.01,0.3,PW,,TRUE,FALSE,860,360000,,,,,Turning the Tides
Tien,Rare,unavailable,metal,light,earth,air,,,,,,,,,,,,36000,EAMI,0.025,,,0.01,0.3,0.02,0.1,0.01,0.3,EAMI,,TRUE,FALSE,75,360000,,,,,Ten Tins
Tinsel,Epic,unavailable,cold,,,,,Holly,,,,,,,,,,97200,PECOr,0.03,,,0.05,0.3,0.01,0.05,0.05,0.3,Or,,TRUE,FALSE,150,240000,,,,,Into the Bushes
Toco,Epic,unavailable,moon,sun,air,plant,,,,,,,,,,,,28800,PASuMo,0.02,,,0.0075,0.3,0.015,0.1,0.0075,0.3,PASuMo,,TRUE,FALSE,200,240000,,,,,Big-billed Beats
Topaz,Gemstone,unavailable,,,,,,Cactus,,Firefly,,,,,,,,108000,PFLGe,0.03,,,0.05,0.07,0.03,0.06,0.05,0.07,Ge,,TRUE,FALSE,,240000,120960000,,,,Remember November
Totem,Epic,unavailable,plant,earth,cold,,,,,,,,,,,,,88200,PECSf,0.015,,,0.01,0.25,0.015,0.1,0.01,,Sf,,TRUE,FALSE,140,240000,,,,,Wooden Way
Tourmaline,Gemstone,unavailable,,,,,,Electrum,,Crystal,,,,,,,,126000,ELCr,0.03,,,0.05,0.07,0.03,0.06,0.05,0.07,Cr,,TRUE,FALSE,,240000,120960000,,,,Libra Lark
Tranquil,Epic,unavailable,sun,,,,,Serenity,,,,,,,,blossoms,,57600,FEISublossoms,0.03,,,0.05,0.3,0.01,0.05,0.05,0.3,Su,,TRUE,FALSE,240,240000,,,,,Tran-quill-ity
Tree,Hybrid,permanent,plant,earth,,,,,,,,,,,,,,50400,PE,,,,0.01,,0.1,0.2,0.01,,PE,,TRUE,FALSE,1100,360000,,,,,Rootmoot
Trench,Rare,permanent,water,dark,,,,,,,,,,,,,,27000,WD,0.05,,,0.01,,0.04,0.1,0.01,,WD,,TRUE,FALSE,1250,360000,,,,,Anayrahm Dive
Trepak,Epic,cloneable,,,,,,,,,,,,,,,,43200,PFCOr,0,,,0,0.3,0,0.3,0,0.3,PFCOr,Gift,TRUE,FALSE,125,240000,,,,,Foot Drill
Trick,Rare,unavailable,plant,fire,earth,,,,,,,,,,,,,43200,PFE,0.04,,,0.01,,0.015,0.1,0.01,,PFE,,TRUE,FALSE,667,360000,,6080,2,,Admiral Antics
Trilobite,Epic,permanent,,,,,,Rhinotorch,,Faux,,,,,,,,120000,PFECCh,0.02,,,,0.3,,0.05,,0.3,Ch,,TRUE,FALSE,550,240000,,,,,Extinction Exodus
Trimera,Epic,unavailable,fire,plant,air,,,,,,,,,,,,,70000,PFAOl,0.015,,,0.05,0.3,0.01,0.05,0.05,0.3,Ol,,TRUE,FALSE,302,240000,,,,,Well of Madness
Trinket,Rare,unavailable,plant,fire,cold,,,,,,,,,,,,,43200,PFC,0.07,,,0.05,,0.05,0.1,0.05,,PFC,,TRUE,FALSE,500,360000,,,,,Keepsake Cavern
Triple Leap Year,Epic,unavailable,,,,,,,,,,,,4,,,,108000,PFECWLAMIDRb,0.03,0.01,,0.05,0.3,0.01,0.05,0.05,0.3,Rb,,TRUE,FALSE,70,240000,,,,,Third Leap Year
Triple Rainbow,Epic,permanent,,,,,,,,,,,,4,,,,216000,PFECWLAMIDRb,0.005,,,0.025,0.25,0.005,0.05,0.025,0.1,Rb,,TRUE,FALSE,75,240000,,,,,Triple The Fun
Trove,Epic,unavailable,,,,,,Misfortune,,Electrum,,,,,,,,93600,PFCLMTr,0.04,,,0.05,0.3,0.015,0.15,0.05,0.3,Tr,,TRUE,FALSE,112,240000,,,,,Gold Detector
Ts'aishen,Legendary,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,FALSE,FALSE,,,,,,,
Tulip,Epic,unavailable,,,,,,Monolith 6,,Flower,,,,,,,,79200,PFWMHi,0.01,,,0.05,0.3,0.01,0.05,0.05,0.3,Hi,,TRUE,FALSE,480,240000,,,,,Moonlit Garden
Tumblethorn,Rare,permanent,plant,earth,rift,,,,,,,,earth,,,,rift,0,PER,0.02,,,0,0,0,0,0.01,0.15,PER,,TRUE,FALSE,375,360000,,,,E,Tumbling Along
Turquoise,Gemstone,unavailable,,,,,,Poison,,Swamp,,,,,,,,111600,PFWGe,0.03,,,0.05,0.07,0.03,0.06,0.05,0.07,Ge,,TRUE,FALSE,,240000,120960000,,,,Khorasan Kame
Tusk,Epic,unavailable,cold,water,earth,,,,,,,,,,,,,79200,ECWSf,0.015,,,0.01,0.2,0.015,0.1,0.01,0.2,Sf,,TRUE,FALSE,250,240000,,,,,Sharp Insights
Tutan,Epic,unavailable,,,,,,Pharaoh,,Sunstruck,,,,,,,,82800,FCLIDSu,0.042,,,0.05,0.3,0.015,0.15,0.05,0.3,Su,,TRUE,FALSE,110,240000,,,,,Under Orion
Twinkle,Epic,unavailable,air,,,,,Winter,,,,,,,,,,198000,ECAOr,0.005,,,0.05,0.25,0.01,0.05,0.05,0.25,Or,,TRUE,FALSE,75,240000,,,,,Cave of Caroling
Umbra,Epic,cloneable,,,,,,,,,,,,,,,,108000,ECDHi,0,,,0,0.3,0,0.2,0,0.3,Hi,Scout,TRUE,FALSE,90,240000,,9550,2,,Enveloping Darkness
Undau,Rare,unavailable,dark,light,cold,fire,,,,,,,,,,,,54000,FCID,0.045,,,0.01,0.3,0.1,0.2,0.01,0.3,FCID,,TRUE,FALSE,220,360000,,,,,A Quest For Food
Valeodon,Rare,unavailable,,,,,,Kaiju,,Zilla,,,,,,,,64800,FCWD,0.031,,,0.01,0.3,0.1,0.2,0.01,0.3,FCWD,,TRUE,FALSE,200,360000,,,,,Serpent of the Sea
Valor,Epic,unavailable,plant,metal,air,,,,,,,,,,,,,122400,PAMOl,0.03,,,0.05,0.3,0.01,0.05,0.05,0.3,Ol,,TRUE,FALSE,275,240000,,2200,2,,Brave New Vale
Vampir,Rare,unavailable,,,,,,Nosferatu,,Zombie,,,,,,,,67500,FECA,0.032,,,0.01,0.3,0.1,0.2,0.01,0.3,FECA,,TRUE,FALSE,210,360000,,8320,1,,Itsy Bitesy
Vanguard,Rare,unavailable,light,earth,metal,,,,,,,,,,,,,57600,EMI,0.005,0.02,,0.0075,0.3,0.015,0.1,0.0075,0.3,EMI,,TRUE,FALSE,384,360000,,,,,Gilded Wonder
Vaul,Rare,unavailable,earth,metal,rift,,,,,,,,dark,,,,rift,0,EMDR,0.01,,,0,0,0,0,0.01,0.15,EMDR,,TRUE,FALSE,180,360000,,,,D,Claws of Steel
Venture,Epic,unavailable,ornamental,,,,,Blazing Gale,,,,,,,,,,108000,FAOr,0.03,,,0.01,0.3,0.015,0.1,0.01,0.3,FAOr,,TRUE,FALSE,250,240000,,,,,Far-off Travels
Verdigris,Rare,permanent,air,metal,,,,,,,,,,,,,,27000,AM,0.05,,,,0.3,,0.15,,0.3,AM,,TRUE,FALSE,850,360000,,,,,Anti-Gravity Antics
Verglace,Epic,unavailable,cold,,,,,Mistletoe,,,,,,,,,,90000,PECOr,0.05,,,,,0.01,0.05,,,Or,,TRUE,FALSE,160,240000,,,,,Lord of the Fjords
Vibe,Epic,unavailable,moon,sun,plant,lightning,,,,,,,,,,,,43200,PLSuMo,0.02,,,0.0075,0.3,0.015,0.05,0.0075,0.3,PLSuMo,,TRUE,FALSE,197,240000,,,,,Scene Maker
Victory,Epic,unavailable,air,cold,lightning,,,,,,,,,,,,,129600,CLAOl,0.03,,,,,0.01,0.05,,,Ol,,TRUE,FALSE,175,240000,,,,,Triumph Turlough
Vidalia,Epic,cloneable,,,,,,,,,,,,,,,,72500,PFEHiSe,0,,,0,0.3,0,0.3,0,0.3,HiSe,Seed,TRUE,FALSE,475,240000,,,,,Tears of Joy
Violetta,Epic,permanent,,,,,,Faux,,Dittoglide,,,,,,,,64800,PFECCh,0.02,,,,0.3,0.01,0.05,,0.3,Ch,,TRUE,FALSE,600,240000,,,,,Vivid Virtue
Vipera,Rare,unavailable,,,,,,Wick,,Hooded,,,,,,,,90000,PFLI,0.025,,,0.01,0.3,0.1,0.2,0.01,0.3,PFLI,,TRUE,FALSE,390,360000,,,,,Clinch Location
Virgonian,Epic,unavailable,earth,,,,,Aperture,,,,,,,,,,104400,ECW,0.033,,,0.05,0.3,0.04,0.15,0.05,0.3,EZo,,TRUE,FALSE,138,240000,,,,,Flowy and Glowy
Viridian,Rare,permanent,rift,,,,,Dodo,fire,Malachite,light,,,,,,rift,0,PAR,0.01,,,0,0,0,0,0.01,0.15,PAR,,TRUE,FALSE,350,360000,,,,I,Ardent Valley
Void,Rare,permanent,cold,dark,,,,,,,,,,,,,,86400,CD,0.05,,,0.01,0.3,0.1,0.2,0.01,0.3,CD,,TRUE,FALSE,400,360000,,,,,Creeping In
Voltaic,Rare,permanent,dark,lightning,rift,,,,,,,,dark,,,,rift,0,LDR,0.025,,,0,0,0,0,0.01,0.15,LDR,,TRUE,FALSE,375,360000,,,,D,Scaredy Cave
Vortex,Rare,permanent,water,air,,,,,,,,,,,,,,50400,WA,0.05,,,0.01,,0.04,0.1,0.01,,WA,,TRUE,FALSE,750,360000,,,,,Spiraling Storm
Watch,Hybrid,permanent,fire,dark,,,,,,,,,,,,,,28800,FD,,,,0.01,,0.1,0.2,0.01,,FD,,TRUE,FALSE,815,360000,,,,,Gulf of the Guardian
Water,Primary,permanent,,,,,,,,,,,,,,,,14400,W,,,,0,,0,,0,,W,,FALSE,TRUE,700,,,,,,
Water Rift,Primary Rift,permanent,,,,,,,,,,,,,,,rift,172800,WR,,,,0,0,0,0,0.01,0.15,WR,,TRUE,FALSE,400,360000,,,,W,Oceanic Portals
Wavelyte,Gemstone,unavailable,,,,,,Shimmer,,Evergreen,,,,,,,,129600,PCWICr,0.03,,,0.05,0.07,0.03,0.06,0.05,0.07,Cr,,TRUE,FALSE,,240000,120960000,,,,Wicked Waves
Weaver,Rare,unavailable,,,,,,Woolen,,Cave,,,,,,,,64800,PECD,0.04,,,0.01,0.3,0.1,0.2,0.01,0.3,PECD,,TRUE,FALSE,180,360000,,,,,Tangled Web
Wendigo,Epic,unavailable,,,,,,Macabre,,Bone,,,,,,,,79200,FECAp,0.02,,,0.0075,0.3,0.015,0.05,0.0075,0.3,FECAp,,TRUE,FALSE,120,240000,,7000,2,,Zombie Juice Diet
Whimsical,Rare,unavailable,light,plant,cold,,,,,,,,,,,,,64800,PCI,0.03,,,0.05,0.3,0.05,0.1,0.05,0.3,PCI,,TRUE,FALSE,250,360000,,,,,Whimsical Miracle
Whirlwind,Rare,permanent,earth,air,,,,,,,,,,,,,,72000,EA,0.05,,,0.01,0.3,0.1,0.2,0.01,0.3,EA,,TRUE,FALSE,500,360000,,,,,Windy and Whirly
Wick,Rare,permanent,fire,light,,,,,,,,,,,,,,72000,FI,0.05,,,0.01,0.3,0.04,0.15,0.01,0.3,FI,,TRUE,FALSE,400,360000,,,,,Wicked Sick
Wilderness,Epic,unavailable,,,,,,Nightbloom,,Seraph,,,,,,,,93600,PFAIDMo,0.045,,,0.05,0.3,0.015,0.15,0.05,0.3,Mo,,TRUE,FALSE,90,240000,,,,,Expert of the Wild
Willow,Hybrid,permanent,plant,air,,,,,,,,,,,,,,28800,PA,,,,0.01,,0.1,0.2,0.01,,PA,,TRUE,FALSE,800,360000,,,,,Weeping Waterfall
Wind,Hybrid,permanent,air,light,,,,,,,,,,,,,,18000,AI,,,,0.01,,0.1,0.2,0.01,,AI,,TRUE,FALSE,1095,360000,,,,,Zesty Zephyr
Winter,Epic,unavailable,cold,earth,air,,,,,,,,,,,,,86400,ECASe,0.04,,,,,0.01,0.05,,,Se,,TRUE,FALSE,180,240000,,,,,Stark Tundra
Wisp,Rare,permanent,lightning,dark,,,,,,,,,,,,,,7200,LD,0.05,,,0.01,0.1,0.04,0.1,0.01,0.1,LD,,TRUE,FALSE,855,360000,,,,,Brume Bluff
Wolper,Rare,unavailable,,,,,,Bilby,,Cocoahollow,,,,,,,,79200,PFEI,0.04,,,0.01,0.3,0.015,0.05,0.01,0.3,PFEI,,TRUE,FALSE,200,360000,,,,,Hip and Hop
Woodvine,Rare,unavailable,earth,air,,,,Willow,,,,,,,,,,50400,PEA,0.05,,,0.05,0.3,0.01,0.05,0.05,0.3,PEA,,TRUE,FALSE,400,360000,,,,,Run Through the Vines
Woolen,Rare,unavailable,earth,,,,,Gift,,,,,,,,,,64800,PFEC,0.02,,,0.01,,0.015,0.1,0.01,,PFEC,,TRUE,FALSE,500,360000,,,,,Always in Style
Woven,Rare,unavailable,air,plant,earth,light,,,,,,,,,,,,86400,PEAI,0.015,,,0.01,0.3,0.02,0.1,0.01,0.3,PEAI,,TRUE,FALSE,300,360000,,,,,Weaving Through
Wraith,Hybrid,permanent,dark,lightning,,,,,,,,,,,,,,50400,LD,,,,0.01,,0.1,0.2,0.01,,LD,,TRUE,FALSE,985,360000,,,,,Gaznul Gulch
Wrath,Rare,cloneable,,,,,,,,,,,,,,,,18000,PFL,0,,,0,0.3,0,0.3,0,0.3,PFL,Love,TRUE,FALSE,400,360000,,7950,2,,A Malcontent's Mutation
Wyrmwood,Rare,unavailable,earth,fire,plant,cold,,,,,,,,,,,,64800,PFEC,0.03,,,0.01,,0.02,0.1,0.01,,PFEC,,TRUE,FALSE,335,360000,,,,,The 5th Precipice
Xanthium,Rare,permanent,earth,metal,,,,,,,,,,,,,,68400,EM,0.025,,,0.01,0.3,0.04,0.15,0.01,0.3,EM,,TRUE,FALSE,680,360000,,,,,A Prickly Pretense
Yanghis,Epic,unavailable,,,,,,Starshine,,Flicker,,,,,,,,82800,FECAOr,0.02,,,0.01,0.3,0.04,0.15,0.01,0.3,Or,,TRUE,FALSE,160,240000,,,,,Igniting the Fireworks
Yarr,Epic,unavailable,,,,,,Loot,,Platinum,,,,,,,,108000,PEWMTr,0.0375,,,0.05,0.3,0.015,0.15,0.05,0.3,WTr,,TRUE,FALSE,90,240000,,,,,Sail The High Seas
Yeti,Epic,unavailable,,,,,,Kringle,,Krampus,,,,,,,,93600,PECOr,0.015,,,0.01,0.3,0.04,0.15,0.01,0.3,ECOr,,TRUE,FALSE,125,240000,,,,,They Like To Throw Things
Yolkwing,Rare,permanent,rift,,,,,,,,,,fire,,,,rift,0,FDR,0.025,,,0,0,0,0,0.01,0.15,FDR,,TRUE,FALSE,422,360000,,,,F,Eggstraordinary Eggventure
Yule,Epic,unavailable,ornamental,,,,,Mountain Sun,,,,,,,,,,108000,EIOr,0.03,,,0.01,0.3,0.015,0.1,0.01,0.3,EIOr,,TRUE,FALSE,250,240000,,,,,Tides of Winter Tidings
